PC,Machine,Ins,Type,Operands,zero,ra,sp,gp,tp,t0,t1,t2,s0,s1,a0,a1,a2,a3,a4,a5,a6,a7,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,t3,t4,t5,t6
0xc94,130e0500,mv,ARITHMETIC,"t3, a0",0x0,0xdd0,0x7ff3cecc,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x4de505f8,0x978ad1b1,0x71664a86,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0xe50c5b0e,0x7783bff8,0x0,0x0
0xc98,938e0500,mv,ARITHMETIC,"t4, a1",0x0,0xdd0,0x7ff3cecc,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x4de505f8,0x978ad1b1,0x71664a86,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x4de505f8,0x7783bff8,0x0,0x0
0xc9c,334ece00,xor,LOGICAL,"t3, t3, a2",0x0,0xdd0,0x7ff3cecc,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x4de505f8,0x978ad1b1,0x71664a86,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x4de505f8,0x978ad1b1,0x0,0x0
0xca0,b3cece00,xor,LOGICAL,"t4, t4, a2",0x0,0xdd0,0x7ff3cecc,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x4de505f8,0x978ad1b1,0x71664a86,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x3c834f7e,0x978ad1b1,0x0,0x0
0xca4,13050e00,mv,ARITHMETIC,"a0, t3",0x0,0xdd0,0x7ff3cecc,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x4de505f8,0x978ad1b1,0x71664a86,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x3c834f7e,0xe6ec9b37,0x0,0x0
0xca8,93850e00,mv,ARITHMETIC,"a1, t4",0x0,0xdd0,0x7ff3cecc,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x3c834f7e,0x978ad1b1,0x71664a86,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x3c834f7e,0xe6ec9b37,0x0,0x0
0xcac,67800000,ret,UBRANCH,,0x0,0xdd0,0x7ff3cecc,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x3c834f7e,0xe6ec9b37,0x71664a86,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x3c834f7e,0xe6ec9b37,0x0,0x0
