PC,Machine,Ins,Type,Operands,zero,ra,sp,gp,tp,t0,t1,t2,s0,s1,a0,a1,a2,a3,a4,a5,a6,a7,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,t3,t4,t5,t6
0xc94,b342c500,xor,LOGICAL,"t0, a0, a2",0x0,0xdc4,0x7ff3cecc,0x0,0x0,0x99325c08,0x0,0x0,0x0,0x0,0xdb96eb81,0xcc7384ef,0x335c6e2f,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xc98,b3c5c500,xor,LOGICAL,"a1, a1, a2",0x0,0xdc4,0x7ff3cecc,0x0,0x0,0xe8ca85ae,0x0,0x0,0x0,0x0,0xdb96eb81,0xcc7384ef,0x335c6e2f,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xc9c,13850200,mv,ARITHMETIC,"a0, t0",0x0,0xdc4,0x7ff3cecc,0x0,0x0,0xe8ca85ae,0x0,0x0,0x0,0x0,0xdb96eb81,0xff2feac0,0x335c6e2f,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xca0,67800000,ret,UBRANCH,,0x0,0xdc4,0x7ff3cecc,0x0,0x0,0xe8ca85ae,0x0,0x0,0x0,0x0,0xe8ca85ae,0xff2feac0,0x335c6e2f,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
