PC,Machine,Ins,Type,Operands,zero,ra,sp,gp,tp,t0,t1,t2,s0,s1,a0,a1,a2,a3,a4,a5,a6,a7,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,t3,t4,t5,t6
0xc94,3378b500,and,LOGICAL,"a6, a0, a1",0x0,0xeb4,0x7ff3ceac,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x473c087f,0xa047ef4c,0x1375d279,0xe0278fbd,0x9ce2f693,0x32c25612,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xc98,33460601,xor,LOGICAL,"a2, a2, a6",0x0,0xeb4,0x7ff3ceac,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x473c087f,0xa047ef4c,0x1375d279,0xe0278fbd,0x9ce2f693,0x32c25612,0x4084c,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xc9c,13152500,slli,SHIFT,"a0, a0, 2",0x0,0xeb4,0x7ff3ceac,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x473c087f,0xa047ef4c,0x1371da35,0xe0278fbd,0x9ce2f693,0x32c25612,0x4084c,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xca0,13172700,slli,SHIFT,"a4, a4, 2",0x0,0xeb4,0x7ff3ceac,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1cf021fc,0xa047ef4c,0x1371da35,0xe0278fbd,0x9ce2f693,0x32c25612,0x4084c,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xca4,3378e500,and,LOGICAL,"a6, a0, a4",0x0,0xeb4,0x7ff3ceac,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1cf021fc,0xa047ef4c,0x1371da35,0xe0278fbd,0x738bda4c,0x32c25612,0x4084c,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xca8,13552500,srli,SHIFT,"a0, a0, 2",0x0,0xeb4,0x7ff3ceac,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1cf021fc,0xa047ef4c,0x1371da35,0xe0278fbd,0x738bda4c,0x32c25612,0x1080004c,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xcac,13572700,srli,SHIFT,"a4, a4, 2",0x0,0xeb4,0x7ff3ceac,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x73c087f,0xa047ef4c,0x1371da35,0xe0278fbd,0x738bda4c,0x32c25612,0x1080004c,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xcb0,13162600,slli,SHIFT,"a2, a2, 2",0x0,0xeb4,0x7ff3ceac,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x73c087f,0xa047ef4c,0x1371da35,0xe0278fbd,0x1ce2f693,0x32c25612,0x1080004c,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xcb4,33460601,xor,LOGICAL,"a2, a2, a6",0x0,0xeb4,0x7ff3ceac,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x73c087f,0xa047ef4c,0x4dc768d4,0xe0278fbd,0x1ce2f693,0x32c25612,0x1080004c,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xcb8,13562600,srli,SHIFT,"a2, a2, 2",0x0,0xeb4,0x7ff3ceac,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x73c087f,0xa047ef4c,0x5d476898,0xe0278fbd,0x1ce2f693,0x32c25612,0x1080004c,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xcbc,33f8e600,and,LOGICAL,"a6, a3, a4",0x0,0xeb4,0x7ff3ceac,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x73c087f,0xa047ef4c,0x1751da26,0xe0278fbd,0x1ce2f693,0x32c25612,0x1080004c,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xcc0,b3c70701,xor,LOGICAL,"a5, a5, a6",0x0,0xeb4,0x7ff3ceac,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x73c087f,0xa047ef4c,0x1751da26,0xe0278fbd,0x1ce2f693,0x32c25612,0x228691,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xcc4,93962600,slli,SHIFT,"a3, a3, 2",0x0,0xeb4,0x7ff3ceac,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x73c087f,0xa047ef4c,0x1751da26,0xe0278fbd,0x1ce2f693,0x32e0d083,0x228691,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xcc8,93952500,slli,SHIFT,"a1, a1, 2",0x0,0xeb4,0x7ff3ceac,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x73c087f,0xa047ef4c,0x1751da26,0x809e3ef4,0x1ce2f693,0x32e0d083,0x228691,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xccc,33f8b600,and,LOGICAL,"a6, a3, a1",0x0,0xeb4,0x7ff3ceac,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x73c087f,0x811fbd30,0x1751da26,0x809e3ef4,0x1ce2f693,0x32e0d083,0x228691,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xcd0,93d62600,srli,SHIFT,"a3, a3, 2",0x0,0xeb4,0x7ff3ceac,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x73c087f,0x811fbd30,0x1751da26,0x809e3ef4,0x1ce2f693,0x32e0d083,0x801e3c30,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xcd4,93d52500,srli,SHIFT,"a1, a1, 2",0x0,0xeb4,0x7ff3ceac,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x73c087f,0x811fbd30,0x1751da26,0x20278fbd,0x1ce2f693,0x32e0d083,0x801e3c30,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xcd8,93972700,slli,SHIFT,"a5, a5, 2",0x0,0xeb4,0x7ff3ceac,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x73c087f,0x2047ef4c,0x1751da26,0x20278fbd,0x1ce2f693,0x32e0d083,0x801e3c30,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xcdc,b3c70701,xor,LOGICAL,"a5, a5, a6",0x0,0xeb4,0x7ff3ceac,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x73c087f,0x2047ef4c,0x1751da26,0x20278fbd,0x1ce2f693,0xcb83420c,0x801e3c30,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xce0,93d72700,srli,SHIFT,"a5, a5, 2",0x0,0xeb4,0x7ff3ceac,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x73c087f,0x2047ef4c,0x1751da26,0x20278fbd,0x1ce2f693,0x4b9d7e3c,0x801e3c30,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xce4,33480801,xor,LOGICAL,"a6, a6, a6",0x0,0xeb4,0x7ff3ceac,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x73c087f,0x2047ef4c,0x1751da26,0x20278fbd,0x1ce2f693,0x12e75f8f,0x801e3c30,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xce8,13850700,mv,ARITHMETIC,"a0, a5",0x0,0xeb4,0x7ff3ceac,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x73c087f,0x2047ef4c,0x1751da26,0x20278fbd,0x1ce2f693,0x12e75f8f,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xcec,67800000,ret,UBRANCH,,0x0,0xeb4,0x7ff3ceac,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12e75f8f,0x2047ef4c,0x1751da26,0x20278fbd,0x1ce2f693,0x12e75f8f,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
