PC,Machine,Ins,Type,Operands,zero,ra,sp,gp,tp,t0,t1,t2,s0,s1,a0,a1,a2,a3,a4,a5,a6,a7,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,t3,t4,t5,t6
0xc94,3378b500,and,LOGICAL,"a6, a0, a1",0x0,0xeb4,0x7ff3ceac,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0xd2660012,0x830be2e2,0xe3816765,0xa680e800,0x29335383,0xd1e63dff,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xc98,33460601,xor,LOGICAL,"a2, a2, a6",0x0,0xeb4,0x7ff3ceac,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0xd2660012,0x830be2e2,0xe3816765,0xa680e800,0x29335383,0xd1e63dff,0x82020002,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xc9c,13152500,slli,SHIFT,"a0, a0, 2",0x0,0xeb4,0x7ff3ceac,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0xd2660012,0x830be2e2,0x61836767,0xa680e800,0x29335383,0xd1e63dff,0x82020002,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xca0,13172700,slli,SHIFT,"a4, a4, 2",0x0,0xeb4,0x7ff3ceac,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x49980048,0x830be2e2,0x61836767,0xa680e800,0x29335383,0xd1e63dff,0x82020002,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xca4,3378e500,and,LOGICAL,"a6, a0, a4",0x0,0xeb4,0x7ff3ceac,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x49980048,0x830be2e2,0x61836767,0xa680e800,0xa4cd4e0c,0xd1e63dff,0x82020002,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xca8,13552500,srli,SHIFT,"a0, a0, 2",0x0,0xeb4,0x7ff3ceac,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x49980048,0x830be2e2,0x61836767,0xa680e800,0xa4cd4e0c,0xd1e63dff,0x880008,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xcac,13572700,srli,SHIFT,"a4, a4, 2",0x0,0xeb4,0x7ff3ceac,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12660012,0x830be2e2,0x61836767,0xa680e800,0xa4cd4e0c,0xd1e63dff,0x880008,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xcb0,13162600,slli,SHIFT,"a2, a2, 2",0x0,0xeb4,0x7ff3ceac,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12660012,0x830be2e2,0x61836767,0xa680e800,0x29335383,0xd1e63dff,0x880008,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xcb4,33460601,xor,LOGICAL,"a2, a2, a6",0x0,0xeb4,0x7ff3ceac,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12660012,0x830be2e2,0x860d9d9c,0xa680e800,0x29335383,0xd1e63dff,0x880008,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xcb8,13562600,srli,SHIFT,"a2, a2, 2",0x0,0xeb4,0x7ff3ceac,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x12660012,0x830be2e2,0x86859d94,0xa680e800,0x29335383,0xd1e63dff,0x880008,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
